game 1160 : Score 0 : 65520, score 1 : 55810
game 1161 : Score 0 : 65610, score 1 : 55810
game 1162 : Score 0 : 65700, score 1 : 55810
game 1163 : Score 0 : 65780, score 1 : 55810
game 1164 : Score 0 : 65780, score 1 : 55970
game 1165 : Score 0 : 65890, score 1 : 55970
game 1166 : Score 0 : 65980, score 1 : 55970
game 1167 : Score 0 : 66060, score 1 : 55970
game 1168 : Score 0 : 66150, score 1 : 55970
game 1169 : Score 0 : 66150, score 1 : 56060
game 1170 : Score 0 : 66230, score 1 : 56060
game 1171 : Score 0 : 66230, score 1 : 56220
game 1172 : Score 0 : 66230, score 1 : 56310
game 1173 : Score 0 : 66230, score 1 : 56410
game 1174 : Score 0 : 66320, score 1 : 56410
game 1175 : Score 0 : 66400, score 1 : 56410
game 1176 : Score 0 : 66400, score 1 : 56500
game 1177 : Score 0 : 66400, score 1 : 56590
game 1178 : Score 0 : 66400, score 1 : 56750
game 1179 : Score 0 : 66490, score 1 : 56750
game 1180 : Score 0 : 66490, score 1 : 56840
game 1181 : Score 0 : 66570, score 1 : 56840
game 1182 : Score 0 : 66570, score 1 : 56930
game 1183 : Score 0 : 66660, score 1 : 56930
game 1184 : Score 0 : 66760, score 1 : 56930
game 1185 : Score 0 : 66920, score 1 : 56930
game 1186 : Score 0 : 67010, score 1 : 56930
game 1187 : Score 0 : 67110, score 1 : 56930
game 1188 : Score 0 : 67190, score 1 : 56930
game 1189 : Score 0 : 67190, score 1 : 57030
game 1190 : Score 0 : 67190, score 1 : 57190
game 1191 : Score 0 : 67350, score 1 : 57190
game 1192 : Score 0 : 67350, score 1 : 57280
game 1193 : Score 0 : 67350, score 1 : 57370
game 1194 : Score 0 : 67510, score 1 : 57370
game 1195 : Score 0 : 67600, score 1 : 57370
game 1196 : Score 0 : 67680, score 1 : 57370
game 1197 : Score 0 : 67680, score 1 : 57460
game 1198 : Score 0 : 67770, score 1 : 57460
game 1199 : Score 0 : 67770, score 1 : 57550
game 1200 : Score 0 : 67860, score 1 : 57550
game 1201 : Score 0 : 67940, score 1 : 57550
game 1202 : Score 0 : 68100, score 1 : 57550
game 1203 : Score 0 : 68190, score 1 : 57550
game 1204 : Score 0 : 68350, score 1 : 57550
game 1205 : Score 0 : 68430, score 1 : 57550
game 1206 : Score 0 : 68430, score 1 : 57640
game 1207 : Score 0 : 68430, score 1 : 57730
game 1208 : Score 0 : 68520, score 1 : 57730
game 1209 : Score 0 : 68610, score 1 : 57730
game 1210 : Score 0 : 68700, score 1 : 57730
game 1211 : Score 0 : 68700, score 1 : 57810
game 1212 : Score 0 : 68700, score 1 : 57900
game 1213 : Score 0 : 68700, score 1 : 58000
game 1214 : Score 0 : 68700, score 1 : 58080
game 1215 : Score 0 : 68800, score 1 : 58080
game 1216 : Score 0 : 68800, score 1 : 58170
game 1217 : Score 0 : 68800, score 1 : 58260
game 1218 : Score 0 : 68800, score 1 : 58350
game 1219 : Score 0 : 68880, score 1 : 58350
game 1220 : Score 0 : 68880, score 1 : 58440
game 1221 : Score 0 : 68880, score 1 : 58540
game 1222 : Score 0 : 68880, score 1 : 58620
game 1223 : Score 0 : 68970, score 1 : 58620
game 1224 : Score 0 : 68970, score 1 : 58710
game 1225 : Score 0 : 68970, score 1 : 58800
game 1226 : Score 0 : 68970, score 1 : 58880
game 1227 : Score 0 : 69050, score 1 : 58880
game 1228 : Score 0 : 69210, score 1 : 58880
game 1229 : Score 0 : 69370, score 1 : 58880
game 1230 : Score 0 : 69460, score 1 : 58880
game 1231 : Score 0 : 69460, score 1 : 58970
game 1232 : Score 0 : 69550, score 1 : 58970
game 1233 : Score 0 : 69640, score 1 : 58970
game 1234 : Score 0 : 69800, score 1 : 58970
game 1235 : Score 0 : 69800, score 1 : 59080
game 1236 : Score 0 : 69800, score 1 : 59240
game 1237 : Score 0 : 69880, score 1 : 59240
game 1238 : Score 0 : 69880, score 1 : 59330
game 1239 : Score 0 : 69880, score 1 : 59410
game 1240 : Score 0 : 69970, score 1 : 59410
game 1241 : Score 0 : 70130, score 1 : 59410
game 1242 : Score 0 : 70220, score 1 : 59410
game 1243 : Score 0 : 70300, score 1 : 59410
game 1244 : Score 0 : 70460, score 1 : 59410
game 1245 : Score 0 : 70460, score 1 : 59500
game 1246 : Score 0 : 70560, score 1 : 59500
game 1247 : Score 0 : 70560, score 1 : 59580
game 1248 : Score 0 : 70560, score 1 : 59670
game 1249 : Score 0 : 70650, score 1 : 59670
game 1250 : Score 0 : 70650, score 1 : 59750
game 1251 : Score 0 : 70650, score 1 : 59840
game 1252 : Score 0 : 70650, score 1 : 60000
game 1253 : Score 0 : 70650, score 1 : 60090
game 1254 : Score 0 : 70730, score 1 : 60090
game 1255 : Score 0 : 70890, score 1 : 60090
game 1256 : Score 0 : 70890, score 1 : 60180
game 1257 : Score 0 : 70890, score 1 : 60270
game 1258 : Score 0 : 70970, score 1 : 60270
game 1259 : Score 0 : 71130, score 1 : 60270
game 1260 : Score 0 : 71130, score 1 : 60350
game 1261 : Score 0 : 71230, score 1 : 60350
game 1262 : Score 0 : 71320, score 1 : 60350
game 1263 : Score 0 : 71410, score 1 : 60350
game 1264 : Score 0 : 71500, score 1 : 60350
game 1265 : Score 0 : 71500, score 1 : 60510
game 1266 : Score 0 : 71590, score 1 : 60510
game 1267 : Score 0 : 71680, score 1 : 60510
game 1268 : Score 0 : 71680, score 1 : 60600
game 1269 : Score 0 : 71680, score 1 : 60760
game 1270 : Score 0 : 71840, score 1 : 60760
game 1271 : Score 0 : 72000, score 1 : 60760
game 1272 : Score 0 : 72090, score 1 : 60760
game 1273 : Score 0 : 72090, score 1 : 60850
game 1274 : Score 0 : 72170, score 1 : 60850
game 1275 : Score 0 : 72170, score 1 : 60930
game 1276 : Score 0 : 72170, score 1 : 61010
game 1277 : Score 0 : 72170, score 1 : 61090
game 1278 : Score 0 : 72250, score 1 : 61090
game 1279 : Score 0 : 72340, score 1 : 61090
game 1280 : Score 0 : 72420, score 1 : 61090
game 1281 : Score 0 : 72420, score 1 : 61180
game 1282 : Score 0 : 72420, score 1 : 61270
game 1283 : Score 0 : 72420, score 1 : 61360
game 1284 : Score 0 : 72500, score 1 : 61360
game 1285 : Score 0 : 72660, score 1 : 61360
game 1286 : Score 0 : 72660, score 1 : 61440
game 1287 : Score 0 : 72660, score 1 : 61520
game 1288 : Score 0 : 72660, score 1 : 61600
game 1289 : Score 0 : 72740, score 1 : 61600
game 1290 : Score 0 : 72740, score 1 : 61690
game 1291 : Score 0 : 72830, score 1 : 61690
game 1292 : Score 0 : 72830, score 1 : 61850
game 1293 : Score 0 : 72990, score 1 : 61850
game 1294 : Score 0 : 72990, score 1 : 62010
game 1295 : Score 0 : 72990, score 1 : 62100
game 1296 : Score 0 : 72990, score 1 : 62190
game 1297 : Score 0 : 73070, score 1 : 62190
game 1298 : Score 0 : 73160, score 1 : 62190
game 1299 : Score 0 : 73160, score 1 : 62280
game 1300 : Score 0 : 73240, score 1 : 62280
game 1301 : Score 0 : 73400, score 1 : 62280
game 1302 : Score 0 : 73400, score 1 : 62370
game 1303 : Score 0 : 73490, score 1 : 62370
game 1304 : Score 0 : 73580, score 1 : 62370
game 1305 : Score 0 : 73670, score 1 : 62370
game 1306 : Score 0 : 73670, score 1 : 62470
game 1307 : Score 0 : 73670, score 1 : 62630
game 1308 : Score 0 : 73760, score 1 : 62630
game 1309 : Score 0 : 73760, score 1 : 62790
game 1310 : Score 0 : 73760, score 1 : 62890
game 1311 : Score 0 : 73760, score 1 : 62980
game 1312 : Score 0 : 73760, score 1 : 63080
game 1313 : Score 0 : 73840, score 1 : 63080
game 1314 : Score 0 : 74000, score 1 : 63080
game 1315 : Score 0 : 74000, score 1 : 63170
game 1316 : Score 0 : 74000, score 1 : 63250
game 1317 : Score 0 : 74080, score 1 : 63250
game 1318 : Score 0 : 74080, score 1 : 63410
game 1319 : Score 0 : 74180, score 1 : 63410
game 1320 : Score 0 : 74180, score 1 : 63500
game 1321 : Score 0 : 74270, score 1 : 63500
game 1322 : Score 0 : 74270, score 1 : 63660
game 1323 : Score 0 : 74270, score 1 : 63750
game 1324 : Score 0 : 74270, score 1 : 63910
game 1325 : Score 0 : 74360, score 1 : 63910
game 1326 : Score 0 : 74360, score 1 : 64000
game 1327 : Score 0 : 74440, score 1 : 64000
game 1328 : Score 0 : 74440, score 1 : 64160
game 1329 : Score 0 : 74440, score 1 : 64250
game 1330 : Score 0 : 74440, score 1 : 64410
game 1331 : Score 0 : 74440, score 1 : 64570
game 1332 : Score 0 : 74530, score 1 : 64570
game 1333 : Score 0 : 74610, score 1 : 64570
game 1334 : Score 0 : 74610, score 1 : 64660
game 1335 : Score 0 : 74770, score 1 : 64660
game 1336 : Score 0 : 74860, score 1 : 64660
game 1337 : Score 0 : 74860, score 1 : 64750
game 1338 : Score 0 : 74950, score 1 : 64750
game 1339 : Score 0 : 75110, score 1 : 64750
game 1340 : Score 0 : 75200, score 1 : 64750
game 1341 : Score 0 : 75290, score 1 : 64750
game 1342 : Score 0 : 75390, score 1 : 64750
game 1343 : Score 0 : 75390, score 1 : 64850
game 1344 : Score 0 : 75470, score 1 : 64850
game 1345 : Score 0 : 75470, score 1 : 64940
game 1346 : Score 0 : 75570, score 1 : 64940
game 1347 : Score 0 : 75670, score 1 : 64940
game 1348 : Score 0 : 75750, score 1 : 64940
game 1349 : Score 0 : 75750, score 1 : 65030
game 1350 : Score 0 : 75850, score 1 : 65030
game 1351 : Score 0 : 75940, score 1 : 65030
game 1352 : Score 0 : 75940, score 1 : 65190
game 1353 : Score 0 : 76100, score 1 : 65190
game 1354 : Score 0 : 76260, score 1 : 65190
game 1355 : Score 0 : 76350, score 1 : 65190
game 1356 : Score 0 : 76430, score 1 : 65190
game 1357 : Score 0 : 76510, score 1 : 65190
game 1358 : Score 0 : 76600, score 1 : 65190
game 1359 : Score 0 : 76600, score 1 : 65280
game 1360 : Score 0 : 76690, score 1 : 65280
game 1361 : Score 0 : 76850, score 1 : 65280
game 1362 : Score 0 : 77010, score 1 : 65280
game 1363 : Score 0 : 77100, score 1 : 65280
game 1364 : Score 0 : 77100, score 1 : 65440
game 1365 : Score 0 : 77190, score 1 : 65440
game 1366 : Score 0 : 77190, score 1 : 65530
game 1367 : Score 0 : 77190, score 1 : 65690
game 1368 : Score 0 : 77190, score 1 : 65780
game 1369 : Score 0 : 77270, score 1 : 65780
game 1370 : Score 0 : 77350, score 1 : 65780
game 1371 : Score 0 : 77350, score 1 : 65940
game 1372 : Score 0 : 77440, score 1 : 65940
game 1373 : Score 0 : 77440, score 1 : 66030
game 1374 : Score 0 : 77530, score 1 : 66030
game 1375 : Score 0 : 77610, score 1 : 66030
game 1376 : Score 0 : 77610, score 1 : 66120
game 1377 : Score 0 : 77700, score 1 : 66120
game 1378 : Score 0 : 77700, score 1 : 66200
game 1379 : Score 0 : 77790, score 1 : 66200
game 1380 : Score 0 : 77880, score 1 : 66200
game 1381 : Score 0 : 77970, score 1 : 66200
game 1382 : Score 0 : 78130, score 1 : 66200
game 1383 : Score 0 : 78130, score 1 : 66360
game 1384 : Score 0 : 78290, score 1 : 66360
game 1385 : Score 0 : 78370, score 1 : 66360
game 1386 : Score 0 : 78370, score 1 : 66440
game 1387 : Score 0 : 78530, score 1 : 66440
game 1388 : Score 0 : 78530, score 1 : 66520
game 1389 : Score 0 : 78690, score 1 : 66520
game 1390 : Score 0 : 78780, score 1 : 66520
game 1391 : Score 0 : 78780, score 1 : 66680
game 1392 : Score 0 : 78870, score 1 : 66680
game 1393 : Score 0 : 78870, score 1 : 66760
game 1394 : Score 0 : 78870, score 1 : 66840
game 1395 : Score 0 : 78870, score 1 : 66930
game 1396 : Score 0 : 78950, score 1 : 66930
game 1397 : Score 0 : 78950, score 1 : 67020
game 1398 : Score 0 : 79110, score 1 : 67020
game 1399 : Score 0 : 79110, score 1 : 67180
game 1400 : Score 0 : 79110, score 1 : 67340
game 1401 : Score 0 : 79110, score 1 : 67440
game 1402 : Score 0 : 79200, score 1 : 67440
game 1403 : Score 0 : 79290, score 1 : 67440
game 1404 : Score 0 : 79290, score 1 : 67520
game 1405 : Score 0 : 79370, score 1 : 67520
game 1406 : Score 0 : 79370, score 1 : 67600
game 1407 : Score 0 : 79450, score 1 : 67600
game 1408 : Score 0 : 79450, score 1 : 67700
game 1409 : Score 0 : 79450, score 1 : 67860
game 1410 : Score 0 : 79450, score 1 : 67950
game 1411 : Score 0 : 79450, score 1 : 68030
game 1412 : Score 0 : 79450, score 1 : 68120
game 1413 : Score 0 : 79610, score 1 : 68120
game 1414 : Score 0 : 79610, score 1 : 68210
game 1415 : Score 0 : 79700, score 1 : 68210
game 1416 : Score 0 : 79700, score 1 : 68300
game 1417 : Score 0 : 79790, score 1 : 68300
game 1418 : Score 0 : 79790, score 1 : 68390
game 1419 : Score 0 : 79790, score 1 : 68470
game 1420 : Score 0 : 79880, score 1 : 68470
game 1421 : Score 0 : 79970, score 1 : 68470
game 1422 : Score 0 : 79970, score 1 : 68550
game 1423 : Score 0 : 80060, score 1 : 68550
game 1424 : Score 0 : 80060, score 1 : 68640
game 1425 : Score 0 : 80160, score 1 : 68640
game 1426 : Score 0 : 80160, score 1 : 68720
game 1427 : Score 0 : 80160, score 1 : 68800
game 1428 : Score 0 : 80250, score 1 : 68800
game 1429 : Score 0 : 80330, score 1 : 68800
game 1430 : Score 0 : 80330, score 1 : 68880
game 1431 : Score 0 : 80430, score 1 : 68880
game 1432 : Score 0 : 80510, score 1 : 68880
game 1433 : Score 0 : 80510, score 1 : 69040
game 1434 : Score 0 : 80510, score 1 : 69200
game 1435 : Score 0 : 80670, score 1 : 69200
game 1436 : Score 0 : 80670, score 1 : 69290
game 1437 : Score 0 : 80830, score 1 : 69290
game 1438 : Score 0 : 80830, score 1 : 69380
game 1439 : Score 0 : 80830, score 1 : 69470
game 1440 : Score 0 : 80920, score 1 : 69470
game 1441 : Score 0 : 81000, score 1 : 69470
game 1442 : Score 0 : 81100, score 1 : 69470
game 1443 : Score 0 : 81100, score 1 : 69570
game 1444 : Score 0 : 81100, score 1 : 69660
game 1445 : Score 0 : 81100, score 1 : 69750
game 1446 : Score 0 : 81100, score 1 : 69830
game 1447 : Score 0 : 81100, score 1 : 69920
game 1448 : Score 0 : 81180, score 1 : 69920
game 1449 : Score 0 : 81180, score 1 : 70000
game 1450 : Score 0 : 81270, score 1 : 70000
game 1451 : Score 0 : 81360, score 1 : 70000
game 1452 : Score 0 : 81440, score 1 : 70000
game 1453 : Score 0 : 81600, score 1 : 70000
game 1454 : Score 0 : 81600, score 1 : 70080
game 1455 : Score 0 : 81600, score 1 : 70170
game 1456 : Score 0 : 81600, score 1 : 70330
game 1457 : Score 0 : 81680, score 1 : 70330
game 1458 : Score 0 : 81770, score 1 : 70330
game 1459 : Score 0 : 81850, score 1 : 70330
game 1460 : Score 0 : 81940, score 1 : 70330
game 1461 : Score 0 : 82100, score 1 : 70330
game 1462 : Score 0 : 82260, score 1 : 70330
game 1463 : Score 0 : 82360, score 1 : 70330
game 1464 : Score 0 : 82450, score 1 : 70330
game 1465 : Score 0 : 82450, score 1 : 70420
game 1466 : Score 0 : 82450, score 1 : 70500
game 1467 : Score 0 : 82530, score 1 : 70500
game 1468 : Score 0 : 82530, score 1 : 70580
game 1469 : Score 0 : 82530, score 1 : 70660
game 1470 : Score 0 : 82530, score 1 : 70750
game 1471 : Score 0 : 82530, score 1 : 70840
game 1472 : Score 0 : 82530, score 1 : 70930
game 1473 : Score 0 : 82530, score 1 : 71010
game 1474 : Score 0 : 82530, score 1 : 71170
game 1475 : Score 0 : 82530, score 1 : 71260
game 1476 : Score 0 : 82610, score 1 : 71260
game 1477 : Score 0 : 82610, score 1 : 71340
game 1478 : Score 0 : 82610, score 1 : 71430
game 1479 : Score 0 : 82700, score 1 : 71430
game 1480 : Score 0 : 82790, score 1 : 71430
game 1481 : Score 0 : 82790, score 1 : 71510
game 1482 : Score 0 : 82950, score 1 : 71510
game 1483 : Score 0 : 83040, score 1 : 71510
game 1484 : Score 0 : 83200, score 1 : 71510
game 1485 : Score 0 : 83280, score 1 : 71510
game 1486 : Score 0 : 83280, score 1 : 71600
game 1487 : Score 0 : 83440, score 1 : 71600
game 1488 : Score 0 : 83600, score 1 : 71600
game 1489 : Score 0 : 83690, score 1 : 71600
game 1490 : Score 0 : 83790, score 1 : 71600
game 1491 : Score 0 : 83790, score 1 : 71680
game 1492 : Score 0 : 83950, score 1 : 71680
game 1493 : Score 0 : 83950, score 1 : 71760
game 1494 : Score 0 : 84110, score 1 : 71760
game 1495 : Score 0 : 84110, score 1 : 71850
game 1496 : Score 0 : 84190, score 1 : 71850
game 1497 : Score 0 : 84190, score 1 : 72010
game 1498 : Score 0 : 84290, score 1 : 72010
game 1499 : Score 0 : 84290, score 1 : 72090
game 1500 : Score 0 : 84290, score 1 : 72170
game 1501 : Score 0 : 84370, score 1 : 72170
game 1502 : Score 0 : 84530, score 1 : 72170
game 1503 : Score 0 : 84530, score 1 : 72250
game 1504 : Score 0 : 84610, score 1 : 72250
game 1505 : Score 0 : 84700, score 1 : 72250
game 1506 : Score 0 : 84700, score 1 : 72340
game 1507 : Score 0 : 84790, score 1 : 72340
game 1508 : Score 0 : 84950, score 1 : 72340
game 1509 : Score 0 : 84950, score 1 : 72500
game 1510 : Score 0 : 84950, score 1 : 72580
game 1511 : Score 0 : 84950, score 1 : 72680
game 1512 : Score 0 : 85040, score 1 : 72680
game 1513 : Score 0 : 85200, score 1 : 72680
game 1514 : Score 0 : 85280, score 1 : 72680
game 1515 : Score 0 : 85360, score 1 : 72680
game 1516 : Score 0 : 85440, score 1 : 72680
game 1517 : Score 0 : 85600, score 1 : 72680
game 1518 : Score 0 : 85680, score 1 : 72680
game 1519 : Score 0 : 85780, score 1 : 72680
game 1520 : Score 0 : 85870, score 1 : 72680
game 1521 : Score 0 : 85960, score 1 : 72680
game 1522 : Score 0 : 85960, score 1 : 72770
game 1523 : Score 0 : 86060, score 1 : 72770
game 1524 : Score 0 : 86160, score 1 : 72770
game 1525 : Score 0 : 86160, score 1 : 72860
game 1526 : Score 0 : 86250, score 1 : 72860
game 1527 : Score 0 : 86330, score 1 : 72860
game 1528 : Score 0 : 86430, score 1 : 72860
game 1529 : Score 0 : 86510, score 1 : 72860
game 1530 : Score 0 : 86600, score 1 : 72860
game 1531 : Score 0 : 86600, score 1 : 73020
game 1532 : Score 0 : 86600, score 1 : 73120
game 1533 : Score 0 : 86760, score 1 : 73120
game 1534 : Score 0 : 86920, score 1 : 73120
game 1535 : Score 0 : 87010, score 1 : 73120
game 1536 : Score 0 : 87010, score 1 : 73220
game 1537 : Score 0 : 87010, score 1 : 73380
game 1538 : Score 0 : 87010, score 1 : 73470
game 1539 : Score 0 : 87010, score 1 : 73560
game 1540 : Score 0 : 87100, score 1 : 73560
game 1541 : Score 0 : 87200, score 1 : 73560
game 1542 : Score 0 : 87200, score 1 : 73650
game 1543 : Score 0 : 87360, score 1 : 73650
game 1544 : Score 0 : 87440, score 1 : 73650
game 1545 : Score 0 : 87520, score 1 : 73650
game 1546 : Score 0 : 87520, score 1 : 73810
game 1547 : Score 0 : 87520, score 1 : 73900
game 1548 : Score 0 : 87520, score 1 : 74060
game 1549 : Score 0 : 87680, score 1 : 74060
game 1550 : Score 0 : 87770, score 1 : 74060
game 1551 : Score 0 : 87770, score 1 : 74220
game 1552 : Score 0 : 87770, score 1 : 74320
game 1553 : Score 0 : 87860, score 1 : 74320
game 1554 : Score 0 : 87860, score 1 : 74400
game 1555 : Score 0 : 87950, score 1 : 74400
game 1556 : Score 0 : 87950, score 1 : 74490
game 1557 : Score 0 : 87950, score 1 : 74570
game 1558 : Score 0 : 88040, score 1 : 74570
game 1559 : Score 0 : 88130, score 1 : 74570
game 1560 : Score 0 : 88290, score 1 : 74570
game 1561 : Score 0 : 88380, score 1 : 74570
game 1562 : Score 0 : 88470, score 1 : 74570
game 1563 : Score 0 : 88470, score 1 : 74660
game 1564 : Score 0 : 88570, score 1 : 74660
game 1565 : Score 0 : 88570, score 1 : 74750
game 1566 : Score 0 : 88570, score 1 : 74840
game 1567 : Score 0 : 88730, score 1 : 74840
game 1568 : Score 0 : 88820, score 1 : 74840
game 1569 : Score 0 : 88910, score 1 : 74840
game 1570 : Score 0 : 88910, score 1 : 74930
game 1571 : Score 0 : 88910, score 1 : 75090
game 1572 : Score 0 : 88910, score 1 : 75250
game 1573 : Score 0 : 89000, score 1 : 75250
game 1574 : Score 0 : 89160, score 1 : 75250
game 1575 : Score 0 : 89250, score 1 : 75250
game 1576 : Score 0 : 89250, score 1 : 75330
game 1577 : Score 0 : 89330, score 1 : 75330
game 1578 : Score 0 : 89420, score 1 : 75330
game 1579 : Score 0 : 89510, score 1 : 75330
game 1580 : Score 0 : 89600, score 1 : 75330
game 1581 : Score 0 : 89690, score 1 : 75330
game 1582 : Score 0 : 89690, score 1 : 75430
game 1583 : Score 0 : 89780, score 1 : 75430
game 1584 : Score 0 : 89780, score 1 : 75510
game 1585 : Score 0 : 89940, score 1 : 75510
game 1586 : Score 0 : 90100, score 1 : 75510
game 1587 : Score 0 : 90200, score 1 : 75510
game 1588 : Score 0 : 90290, score 1 : 75510
game 1589 : Score 0 : 90290, score 1 : 75600
game 1590 : Score 0 : 90380, score 1 : 75600
game 1591 : Score 0 : 90380, score 1 : 75690
game 1592 : Score 0 : 90540, score 1 : 75690
game 1593 : Score 0 : 90630, score 1 : 75690
game 1594 : Score 0 : 90720, score 1 : 75690
game 1595 : Score 0 : 90810, score 1 : 75690
game 1596 : Score 0 : 90810, score 1 : 75770
game 1597 : Score 0 : 90810, score 1 : 75850
game 1598 : Score 0 : 90900, score 1 : 75850
game 1599 : Score 0 : 90900, score 1 : 76010
game 1600 : Score 0 : 90990, score 1 : 76010
game 1601 : Score 0 : 91150, score 1 : 76010
game 1602 : Score 0 : 91230, score 1 : 76010
game 1603 : Score 0 : 91310, score 1 : 76010
game 1604 : Score 0 : 91470, score 1 : 76010
game 1605 : Score 0 : 91560, score 1 : 76010
game 1606 : Score 0 : 91560, score 1 : 76100
game 1607 : Score 0 : 91660, score 1 : 76100
game 1608 : Score 0 : 91660, score 1 : 76190
game 1609 : Score 0 : 91660, score 1 : 76280
game 1610 : Score 0 : 91750, score 1 : 76280
game 1611 : Score 0 : 91840, score 1 : 76280
game 1612 : Score 0 : 91840, score 1 : 76370
game 1613 : Score 0 : 91930, score 1 : 76370
game 1614 : Score 0 : 92010, score 1 : 76370
game 1615 : Score 0 : 92010, score 1 : 76530
game 1616 : Score 0 : 92170, score 1 : 76530
game 1617 : Score 0 : 92270, score 1 : 76530
game 1618 : Score 0 : 92270, score 1 : 76620
game 1619 : Score 0 : 92270, score 1 : 76700
game 1620 : Score 0 : 92270, score 1 : 76860
game 1621 : Score 0 : 92270, score 1 : 76950
game 1622 : Score 0 : 92360, score 1 : 76950
game 1623 : Score 0 : 92360, score 1 : 77110
game 1624 : Score 0 : 92450, score 1 : 77110
game 1625 : Score 0 : 92540, score 1 : 77110
game 1626 : Score 0 : 92630, score 1 : 77110
game 1627 : Score 0 : 92630, score 1 : 77190
game 1628 : Score 0 : 92720, score 1 : 77190
game 1629 : Score 0 : 92810, score 1 : 77190
game 1630 : Score 0 : 92810, score 1 : 77280
game 1631 : Score 0 : 92910, score 1 : 77280
game 1632 : Score 0 : 92910, score 1 : 77360
game 1633 : Score 0 : 92910, score 1 : 77440
game 1634 : Score 0 : 92910, score 1 : 77520
game 1635 : Score 0 : 92910, score 1 : 77600
game 1636 : Score 0 : 92910, score 1 : 77710
game 1637 : Score 0 : 92910, score 1 : 77800
game 1638 : Score 0 : 92910, score 1 : 77890
game 1639 : Score 0 : 93000, score 1 : 77890
game 1640 : Score 0 : 93080, score 1 : 77890
game 1641 : Score 0 : 93080, score 1 : 77970
game 1642 : Score 0 : 93170, score 1 : 77970
game 1643 : Score 0 : 93260, score 1 : 77970
game 1644 : Score 0 : 93420, score 1 : 77970
game 1645 : Score 0 : 93420, score 1 : 78130
game 1646 : Score 0 : 93510, score 1 : 78130
game 1647 : Score 0 : 93510, score 1 : 78220
game 1648 : Score 0 : 93510, score 1 : 78310
game 1649 : Score 0 : 93670, score 1 : 78310
game 1650 : Score 0 : 93760, score 1 : 78310
game 1651 : Score 0 : 93920, score 1 : 78310
game 1652 : Score 0 : 94000, score 1 : 78310
game 1653 : Score 0 : 94000, score 1 : 78400
game 1654 : Score 0 : 94000, score 1 : 78490
game 1655 : Score 0 : 94090, score 1 : 78490
game 1656 : Score 0 : 94090, score 1 : 78580
game 1657 : Score 0 : 94190, score 1 : 78580
game 1658 : Score 0 : 94190, score 1 : 78740
game 1659 : Score 0 : 94190, score 1 : 78820
game 1660 : Score 0 : 94190, score 1 : 78910
game 1661 : Score 0 : 94190, score 1 : 79000
game 1662 : Score 0 : 94190, score 1 : 79160
game 1663 : Score 0 : 94280, score 1 : 79160
game 1664 : Score 0 : 94440, score 1 : 79160
game 1665 : Score 0 : 94530, score 1 : 79160
game 1666 : Score 0 : 94620, score 1 : 79160
game 1667 : Score 0 : 94780, score 1 : 79160
game 1668 : Score 0 : 94780, score 1 : 79250
game 1669 : Score 0 : 94870, score 1 : 79250
game 1670 : Score 0 : 94960, score 1 : 79250
game 1671 : Score 0 : 94960, score 1 : 79330
game 1672 : Score 0 : 95120, score 1 : 79330
game 1673 : Score 0 : 95210, score 1 : 79330
game 1674 : Score 0 : 95210, score 1 : 79490
game 1675 : Score 0 : 95300, score 1 : 79490
game 1676 : Score 0 : 95300, score 1 : 79580
game 1677 : Score 0 : 95390, score 1 : 79580
game 1678 : Score 0 : 95480, score 1 : 79580
game 1679 : Score 0 : 95640, score 1 : 79580
game 1680 : Score 0 : 95640, score 1 : 79670
game 1681 : Score 0 : 95640, score 1 : 79770
game 1682 : Score 0 : 95800, score 1 : 79770
game 1683 : Score 0 : 95800, score 1 : 79850
game 1684 : Score 0 : 95900, score 1 : 79850
game 1685 : Score 0 : 95990, score 1 : 79850
game 1686 : Score 0 : 95990, score 1 : 79950
game 1687 : Score 0 : 96150, score 1 : 79950
game 1688 : Score 0 : 96150, score 1 : 80030
game 1689 : Score 0 : 96150, score 1 : 80120
game 1690 : Score 0 : 96150, score 1 : 80280
game 1691 : Score 0 : 96240, score 1 : 80280
game 1692 : Score 0 : 96240, score 1 : 80370
game 1693 : Score 0 : 96240, score 1 : 80460
game 1694 : Score 0 : 96320, score 1 : 80460
game 1695 : Score 0 : 96320, score 1 : 80550
game 1696 : Score 0 : 96410, score 1 : 80550
game 1697 : Score 0 : 96410, score 1 : 80640
game 1698 : Score 0 : 96500, score 1 : 80640
game 1699 : Score 0 : 96600, score 1 : 80640
game 1700 : Score 0 : 96690, score 1 : 80640
game 1701 : Score 0 : 96780, score 1 : 80640
game 1702 : Score 0 : 96870, score 1 : 80640
game 1703 : Score 0 : 96870, score 1 : 80800
game 1704 : Score 0 : 96960, score 1 : 80800
game 1705 : Score 0 : 97120, score 1 : 80800
game 1706 : Score 0 : 97210, score 1 : 80800
game 1707 : Score 0 : 97300, score 1 : 80800
game 1708 : Score 0 : 97390, score 1 : 80800
game 1709 : Score 0 : 97480, score 1 : 80800
game 1710 : Score 0 : 97480, score 1 : 80890
game 1711 : Score 0 : 97640, score 1 : 80890
game 1712 : Score 0 : 97800, score 1 : 80890
game 1713 : Score 0 : 97890, score 1 : 80890
game 1714 : Score 0 : 97980, score 1 : 80890
game 1715 : Score 0 : 98140, score 1 : 80890
game 1716 : Score 0 : 98220, score 1 : 80890
game 1717 : Score 0 : 98380, score 1 : 80890
game 1718 : Score 0 : 98540, score 1 : 80890
game 1719 : Score 0 : 98540, score 1 : 80980
